carat;cut;cut_ord;color;clarity;clarity_ord
0.5;Ideal;5;E;VS2;5
0.41;Ideal;5;J;VS2;5
1.02;Premium;4;J;SI1;3
0.5;Premium;4;G;VS1;4
0.66;Ideal;5;G;SI1;3
0.42;Premium;4;F;VVS1;7
0.3;Very Good;3;H;VS2;5
1.01;Very Good;3;D;SI2;2
0.7;Fair;1;G;SI2;2
0.45;Good;2;G;VVS1;7
1.01;Ideal;5;E;VS1;4
0.74;Fair;1;G;SI1;3
1.45;Fair;1;J;SI2;2
0.3;Ideal;5;I;SI1;3
1.62;Ideal;5;G;VS2;5
0.9;Good;2;E;SI2;2
0.31;Premium;4;E;VS2;5
1.03;Premium;4;H;I1;1
0.3;Premium;4;E;VS2;5
0.25;Very Good;3;D;VVS2;6
0.31;Premium;4;E;VS1;4
1;Premium;4;H;SI2;2
0.9;Very Good;3;D;SI2;2
1;Very Good;3;H;SI1;3
0.5;Very Good;3;H;SI1;3
1.91;Ideal;5;G;SI2;2
0.5;Premium;4;F;VS1;4
1.03;Ideal;5;F;SI2;2
1.1;Very Good;3;I;VS1;4
1.51;Ideal;5;H;SI2;2
0.67;Ideal;5;F;SI2;2
1.35;Fair;1;J;SI1;3
1.02;Very Good;3;F;VVS2;6
0.31;Very Good;3;G;VVS1;7
0.79;Very Good;3;J;VS2;5
0.3;Ideal;5;G;VVS2;6
0.52;Very Good;3;G;VS1;4
0.33;Very Good;3;I;VS2;5
1.2;Ideal;5;F;VS2;5
0.78;Premium;4;F;SI2;2
0.41;Ideal;5;F;VVS2;6
0.4;Premium;4;D;SI1;3
0.42;Ideal;5;G;VS2;5
0.52;Very Good;3;G;VVS2;6
0.76;Ideal;5;G;SI2;2
1.11;Premium;4;D;SI2;2
1.04;Ideal;5;G;VVS1;7
0.41;Very Good;3;G;VVS2;6
0.33;Ideal;5;H;VVS2;6
0.3;Ideal;5;I;SI1;3
0.32;Premium;4;G;VS2;5
0.34;Good;2;H;SI1;3
0.56;Premium;4;I;VVS1;7
0.7;Premium;4;F;SI2;2
0.33;Premium;4;G;IF;8
0.26;Premium;4;H;VVS1;7
1;Good;2;E;SI2;2
0.35;Ideal;5;E;VVS1;7
1.01;Premium;4;D;SI1;3
2.04;Premium;4;H;SI1;3
0.55;Ideal;5;H;SI2;2
0.26;Very Good;3;F;VS1;4
0.41;Very Good;3;G;VS1;4
0.41;Ideal;5;E;VVS2;6
0.32;Ideal;5;I;VS1;4
0.36;Ideal;5;D;VS2;5
0.73;Very Good;3;E;SI2;2
0.33;Premium;4;H;IF;8
0.72;Very Good;3;E;VVS2;6
0.4;Good;2;D;SI1;3
1.28;Ideal;5;H;VVS1;7
0.38;Ideal;5;G;VVS1;7
1.24;Ideal;5;H;VS2;5
1.5;Good;2;G;SI2;2
1.5;Good;2;J;SI1;3
2.01;Ideal;5;H;SI1;3
1.1;Ideal;5;G;VS1;4
0.5;Good;2;G;VS2;5
1.5;Premium;4;E;SI1;3
1.5;Premium;4;J;VVS2;6
1.06;Ideal;5;D;VVS2;6
0.56;Very Good;3;E;VVS2;6
0.95;Good;2;I;SI2;2
0.31;Premium;4;G;VVS1;7
1.05;Very Good;3;H;SI1;3
2.01;Ideal;5;D;SI2;2
0.31;Very Good;3;E;SI1;3
0.56;Ideal;5;E;VS1;4
0.3;Ideal;5;D;VS2;5
0.7;Ideal;5;H;VVS2;6
1.5;Very Good;3;I;SI2;2
0.38;Ideal;5;F;VVS1;7
0.3;Very Good;3;I;SI1;3
0.71;Premium;4;D;SI2;2
1;Ideal;5;G;SI1;3
1.22;Premium;4;E;SI1;3
1.51;Ideal;5;G;VVS2;6
2.01;Ideal;5;G;SI1;3
0.36;Premium;4;E;VVS2;6
0.42;Ideal;5;G;VS1;4
0.91;Premium;4;F;VS2;5
1.29;Good;2;I;VS2;5
1.01;Very Good;3;G;SI1;3
1.63;Ideal;5;F;I1;1
2;Good;2;G;SI1;3
2.53;Premium;4;H;SI1;3
1.03;Fair;1;D;SI1;3
0.35;Ideal;5;G;IF;8
1.02;Good;2;H;SI2;2
1.51;Premium;4;H;I1;1
1.56;Ideal;5;F;VS1;4
0.23;Very Good;3;E;VVS1;7
0.66;Good;2;G;VS1;4
0.91;Premium;4;H;VS2;5
0.31;Very Good;3;I;SI1;3
0.44;Ideal;5;F;VVS2;6
0.4;Good;2;D;SI1;3
0.9;Very Good;3;I;SI1;3
0.59;Very Good;3;G;VS1;4
0.41;Ideal;5;E;VVS2;6
1.01;Very Good;3;G;VS1;4
0.52;Very Good;3;I;SI1;3
0.37;Premium;4;G;SI1;3
1.51;Premium;4;F;SI1;3
2.01;Very Good;3;H;SI1;3
2.05;Premium;4;I;SI2;2
1.21;Premium;4;H;SI1;3
1.01;Very Good;3;H;VS1;4
0.23;Good;2;E;VVS2;6
1.5;Fair;1;H;I1;1
0.73;Ideal;5;G;VS1;4
0.73;Very Good;3;J;VS2;5
0.56;Fair;1;F;SI1;3
0.33;Premium;4;H;VS1;4
1.71;Ideal;5;G;SI1;3
2.15;Ideal;5;G;SI2;2
1.31;Ideal;5;F;SI1;3
0.9;Good;2;F;SI1;3
0.38;Ideal;5;G;VS1;4
0.4;Premium;4;F;VVS1;7
1.03;Very Good;3;G;VS1;4
0.39;Very Good;3;J;VVS1;7
0.42;Ideal;5;E;VS2;5
0.58;Ideal;5;D;SI2;2
1;Fair;1;E;SI2;2
0.31;Very Good;3;G;VS1;4
1.5;Premium;4;H;SI2;2
0.7;Good;2;F;VVS2;6
1.5;Premium;4;I;SI1;3
1.5;Very Good;3;D;SI1;3
1.55;Ideal;5;I;VS2;5
0.33;Premium;4;G;VS1;4
1.23;Ideal;5;H;VS2;5
0.57;Very Good;3;G;SI1;3
1.72;Premium;4;F;I1;1
1;Premium;4;G;VS1;4
1.28;Ideal;5;G;I1;1
0.38;Ideal;5;G;VS2;5
0.9;Very Good;3;G;SI2;2
1.51;Very Good;3;G;VVS2;6
0.52;Premium;4;H;SI1;3
0.31;Ideal;5;E;VVS1;7
0.28;Very Good;3;F;VVS2;6
0.7;Very Good;3;E;SI1;3
1.51;Very Good;3;E;VS2;5
1.05;Very Good;3;G;IF;8
1;Premium;4;E;VVS2;6
1.51;Very Good;3;J;VVS2;6
1.21;Very Good;3;H;SI1;3
0.34;Ideal;5;I;VS1;4
0.9;Premium;4;E;SI1;3
1.3;Ideal;5;D;SI1;3
0.42;Ideal;5;G;VS1;4
0.74;Ideal;5;E;SI1;3
1.02;Ideal;5;D;VS1;4
0.3;Ideal;5;D;VS2;5
0.4;Very Good;3;D;VVS2;6
0.3;Premium;4;D;SI1;3
0.3;Ideal;5;E;VS2;5
2.01;Fair;1;H;SI2;2
1.35;Premium;4;F;VS2;5
1.03;Ideal;5;F;SI2;2
1.01;Good;2;D;SI1;3
0.71;Very Good;3;H;VS2;5
0.38;Ideal;5;F;VVS1;7
0.5;Good;2;G;SI2;2
0.54;Premium;4;H;VS1;4
0.73;Ideal;5;F;VVS1;7
1.01;Fair;1;D;SI2;2
0.51;Premium;4;E;VS2;5
1.01;Good;2;I;VS2;5
2.03;Premium;4;J;VS1;4
0.34;Ideal;5;H;VVS2;6
0.54;Ideal;5;F;VVS2;6
0.7;Good;2;I;VS1;4
1.52;Good;2;H;SI1;3
0.31;Ideal;5;D;SI1;3
0.4;Very Good;3;E;VVS1;7
0.5;Premium;4;D;SI1;3
1.02;Very Good;3;E;SI2;2
0.5;Very Good;3;H;VS1;4
1.21;Very Good;3;E;SI1;3
0.54;Good;2;D;VS1;4
1.01;Ideal;5;H;SI1;3
0.32;Ideal;5;H;VS2;5
0.9;Premium;4;H;VS2;5
1.5;Ideal;5;F;VVS2;6
0.33;Premium;4;G;VVS1;7
0.5;Very Good;3;F;VS2;5
0.71;Ideal;5;D;SI2;2
0.72;Premium;4;H;VS2;5
1.08;Very Good;3;G;SI2;2
0.55;Ideal;5;E;SI1;3
0.33;Premium;4;F;VS2;5
0.3;Very Good;3;G;VVS2;6
0.41;Ideal;5;E;VVS1;7
0.35;Premium;4;E;SI1;3
1.51;Very Good;3;H;VS1;4
0.82;Good;2;J;SI1;3
1.18;Premium;4;H;SI1;3
0.4;Premium;4;G;VS1;4
0.31;Ideal;5;H;VS2;5
0.3;Premium;4;H;SI1;3
2.05;Premium;4;E;SI2;2
0.7;Very Good;3;F;SI1;3
0.42;Very Good;3;E;SI1;3
1.06;Ideal;5;H;SI2;2
0.29;Very Good;3;G;VVS2;6
0.73;Ideal;5;E;VS1;4
1.03;Very Good;3;G;SI1;3
0.74;Ideal;5;E;SI1;3
1.18;Premium;4;E;I1;1
0.9;Premium;4;H;VS1;4
1.41;Premium;4;G;SI1;3
1.03;Ideal;5;H;VVS2;6
1.02;Premium;4;D;VS2;5
0.7;Ideal;5;F;SI2;2
0.32;Ideal;5;F;VS2;5
0.43;Ideal;5;E;VVS1;7
0.5;Very Good;3;E;SI2;2
0.28;Very Good;3;D;VVS2;6
0.36;Ideal;5;H;VS2;5
1.51;Very Good;3;F;SI1;3
0.52;Ideal;5;G;VS2;5
1.05;Ideal;5;F;SI1;3
0.34;Very Good;3;D;SI1;3
0.4;Ideal;5;E;VS2;5
2.14;Ideal;5;H;SI2;2
2;Premium;4;J;VS1;4
0.92;Premium;4;F;SI2;2
1.55;Premium;4;D;SI2;2
1.04;Ideal;5;G;VS2;5
1.02;Ideal;5;E;SI1;3
2.01;Very Good;3;I;SI1;3
1.51;Fair;1;I;VS2;5
0.3;Ideal;5;F;VVS2;6
1.01;Ideal;5;G;VS2;5
1.05;Premium;4;J;VS1;4
1.22;Ideal;5;E;VVS2;6
0.75;Premium;4;F;SI1;3
0.44;Ideal;5;F;SI1;3
0.33;Ideal;5;G;VS1;4
0.72;Ideal;5;E;VS2;5
0.81;Premium;4;E;SI2;2
0.3;Ideal;5;D;SI1;3
0.7;Very Good;3;E;SI1;3
1.72;Premium;4;H;SI1;3
1;Premium;4;F;SI1;3
0.3;Very Good;3;G;SI1;3
0.28;Ideal;5;H;VVS2;6
0.72;Very Good;3;J;VS1;4
0.31;Premium;4;G;SI1;3
1.54;Premium;4;I;SI2;2
0.31;Ideal;5;G;SI1;3
0.37;Premium;4;D;VVS2;6
0.38;Ideal;5;G;VS2;5
0.9;Fair;1;E;I1;1
1;Premium;4;J;SI1;3
0.33;Very Good;3;I;VVS1;7
1.03;Very Good;3;J;SI2;2
0.42;Very Good;3;D;SI2;2
0.62;Ideal;5;G;VVS2;6
0.9;Ideal;5;J;SI1;3
1.18;Very Good;3;I;SI2;2
0.41;Ideal;5;F;VS2;5
0.25;Very Good;3;D;VVS2;6
0.36;Premium;4;D;SI2;2
0.51;Ideal;5;E;SI2;2
1.19;Premium;4;G;VS2;5
0.5;Premium;4;F;SI1;3
0.41;Very Good;3;E;SI2;2
1.5;Premium;4;F;VS2;5
0.51;Very Good;3;I;SI1;3
0.7;Ideal;5;I;VVS1;7
0.36;Ideal;5;G;SI1;3
0.77;Premium;4;E;SI1;3
0.7;Good;2;F;SI2;2
0.46;Ideal;5;E;SI2;2
0.95;Good;2;G;VVS2;6
0.83;Ideal;5;G;VS1;4
0.7;Very Good;3;G;VS1;4
1.14;Very Good;3;G;SI2;2
1.18;Good;2;D;SI2;2
0.33;Ideal;5;G;VVS1;7
0.23;Ideal;5;E;SI2;2
0.92;Ideal;5;E;SI2;2
0.33;Ideal;5;E;SI1;3
1.05;Very Good;3;E;VVS1;7
0.52;Ideal;5;F;VS2;5
1.18;Premium;4;G;VS2;5
1.07;Premium;4;H;VS2;5
1.02;Very Good;3;G;VS2;5
1.52;Premium;4;G;VS1;4
0.31;Ideal;5;F;VS1;4
1.2;Premium;4;J;SI1;3
0.32;Premium;4;F;SI1;3
0.7;Premium;4;H;VS2;5
0.35;Ideal;5;E;VS2;5
0.51;Ideal;5;G;VS1;4
1.05;Ideal;5;G;SI1;3
0.35;Ideal;5;E;SI1;3
0.31;Premium;4;J;VS2;5
0.3;Ideal;5;J;IF;8
0.61;Ideal;5;D;VVS2;6
0.6;Premium;4;D;SI1;3
0.35;Very Good;3;G;VS2;5
0.51;Ideal;5;G;VS1;4
0.71;Ideal;5;F;VS1;4
1.11;Premium;4;H;SI1;3
0.33;Ideal;5;D;VVS2;6
0.7;Ideal;5;E;VS2;5
1.2;Ideal;5;G;VVS2;6
0.31;Ideal;5;G;SI1;3
0.36;Ideal;5;G;SI1;3
0.91;Very Good;3;F;SI1;3
1;Very Good;3;E;VS2;5
0.9;Very Good;3;E;VS1;4
0.52;Premium;4;E;VVS1;7
1.06;Ideal;5;G;VVS2;6
0.31;Good;2;E;VS2;5
0.7;Ideal;5;H;SI1;3
1.23;Ideal;5;F;SI2;2
0.52;Ideal;5;H;VS2;5
0.31;Premium;4;F;VS2;5
1;Very Good;3;F;IF;8
0.3;Very Good;3;I;VS1;4
1.27;Ideal;5;H;SI1;3
0.26;Ideal;5;H;VS1;4
0.71;Premium;4;F;SI1;3
0.5;Good;2;F;SI1;3
0.34;Premium;4;H;VS1;4
1.02;Premium;4;F;VS2;5
1.51;Very Good;3;G;VS1;4
1.08;Very Good;3;H;VVS1;7
1.16;Fair;1;H;SI2;2
0.91;Very Good;3;H;VS2;5
1.33;Premium;4;I;SI2;2
0.92;Very Good;3;D;SI1;3
0.46;Ideal;5;G;IF;8
0.33;Premium;4;G;VS1;4
1.01;Premium;4;E;SI2;2
1.04;Premium;4;D;SI2;2
0.73;Ideal;5;H;VVS2;6
0.42;Premium;4;G;VS2;5
0.46;Fair;1;I;VS1;4
0.78;Fair;1;G;SI2;2
1;Premium;4;F;VS2;5
0.71;Ideal;5;G;IF;8
0.33;Premium;4;H;VS2;5
0.71;Premium;4;F;SI1;3
0.91;Premium;4;F;SI2;2
2.23;Premium;4;J;VS2;5
0.7;Ideal;5;D;VS2;5
1.13;Premium;4;J;VS1;4
1.75;Ideal;5;J;VS2;5
1.21;Premium;4;H;SI1;3
0.7;Very Good;3;F;VS2;5
1.01;Good;2;F;SI1;3
0.36;Ideal;5;H;VS2;5
0.72;Very Good;3;E;SI2;2
1.62;Very Good;3;I;VS2;5
1.19;Ideal;5;F;VVS2;6
1.01;Very Good;3;G;SI1;3
0.7;Premium;4;D;VS1;4
1.03;Ideal;5;F;VS2;5
0.54;Fair;1;F;SI1;3
0.9;Very Good;3;F;SI2;2
0.4;Ideal;5;H;IF;8
0.51;Premium;4;G;VS2;5
0.53;Premium;4;E;VS2;5
0.5;Premium;4;E;VS2;5
0.36;Ideal;5;E;SI1;3
0.64;Good;2;D;SI1;3
0.9;Ideal;5;G;VVS1;7
0.35;Ideal;5;D;SI1;3
0.3;Good;2;G;VVS2;6
1;Premium;4;D;SI1;3
0.59;Ideal;5;G;SI1;3
0.71;Good;2;E;SI2;2
0.7;Very Good;3;D;VS1;4
0.31;Premium;4;I;SI1;3
1.57;Ideal;5;F;SI1;3
0.9;Ideal;5;G;SI1;3
0.59;Ideal;5;D;SI1;3
0.26;Very Good;3;G;VS1;4
0.41;Ideal;5;E;VVS2;6
0.4;Very Good;3;G;VS1;4
0.53;Very Good;3;E;VS2;5
0.7;Ideal;5;I;SI1;3
0.32;Premium;4;D;SI1;3
0.7;Good;2;F;VS1;4
0.7;Very Good;3;E;VS2;5
0.9;Good;2;G;SI1;3
0.33;Premium;4;G;VS2;5
1.15;Good;2;J;SI2;2
1.01;Very Good;3;E;VS2;5
0.32;Ideal;5;I;IF;8
2.33;Very Good;3;H;SI2;2
0.79;Very Good;3;I;SI1;3
1.21;Ideal;5;H;SI1;3
0.75;Very Good;3;G;SI1;3
0.4;Ideal;5;I;SI1;3
1.23;Good;2;I;VS1;4
1.08;Premium;4;G;SI1;3
0.28;Very Good;3;E;VS1;4
0.54;Very Good;3;F;VS2;5
1.09;Premium;4;G;VS2;5
0.28;Very Good;3;E;VVS2;6
1.2;Premium;4;F;SI2;2
1;Ideal;5;E;SI1;3
0.36;Ideal;5;G;SI1;3
0.6;Very Good;3;F;SI1;3
1.71;Premium;4;H;SI1;3
0.33;Ideal;5;E;VS2;5
0.3;Ideal;5;E;VVS1;7
0.71;Ideal;5;D;SI2;2
0.31;Ideal;5;G;IF;8
0.32;Ideal;5;E;VVS2;6
0.66;Ideal;5;H;SI1;3
1.5;Good;2;D;SI2;2
0.38;Premium;4;H;VS2;5
1.22;Premium;4;F;VS2;5
1.53;Very Good;3;H;VS1;4
0.3;Ideal;5;H;SI1;3
1.79;Premium;4;G;VS2;5
1.02;Ideal;5;I;I1;1
0.3;Ideal;5;F;VVS2;6
0.75;Ideal;5;G;SI1;3
0.54;Ideal;5;G;SI1;3
0.7;Fair;1;F;SI2;2
1.25;Ideal;5;H;SI1;3
0.82;Ideal;5;I;SI1;3
1.01;Very Good;3;F;VS2;5
1.15;Very Good;3;H;SI2;2
1.67;Ideal;5;F;VS2;5
1.01;Very Good;3;E;VS2;5
0.39;Very Good;3;E;VS2;5
1.22;Ideal;5;I;VS1;4
1.01;Good;2;E;SI1;3
2;Very Good;3;I;VS2;5
0.54;Ideal;5;D;VS2;5
0.9;Premium;4;J;SI1;3
0.32;Very Good;3;E;SI1;3
0.54;Very Good;3;F;SI1;3
0.5;Premium;4;D;SI1;3
1.51;Premium;4;J;VVS2;6
1.01;Very Good;3;H;VS2;5
0.77;Good;2;D;SI2;2
0.7;Fair;1;E;SI2;2
0.31;Ideal;5;E;VS2;5
2.18;Premium;4;J;SI2;2
0.3;Very Good;3;J;VS1;4
0.53;Ideal;5;D;SI1;3
0.9;Very Good;3;F;SI1;3
1.13;Ideal;5;H;SI1;3
0.4;Premium;4;D;SI2;2
0.5;Very Good;3;D;VS2;5
0.37;Ideal;5;F;VVS1;7
1.12;Very Good;3;I;VS2;5
1.28;Ideal;5;G;SI1;3
0.66;Very Good;3;E;VVS1;7
0.71;Good;2;H;SI1;3
0.4;Premium;4;H;VS1;4
1.28;Ideal;5;H;SI1;3
0.42;Premium;4;E;SI2;2
1;Very Good;3;H;SI2;2
0.41;Premium;4;G;VS1;4
0.52;Very Good;3;I;VS1;4
0.46;Ideal;5;G;VVS1;7
1.5;Very Good;3;J;VS2;5
1.13;Very Good;3;I;VS2;5
0.3;Very Good;3;I;SI1;3
2;Very Good;3;E;SI2;2
1.68;Ideal;5;I;VS2;5
0.3;Ideal;5;D;SI1;3
0.81;Premium;4;G;VS1;4
0.35;Very Good;3;E;SI1;3
1.54;Ideal;5;D;SI2;2
0.32;Ideal;5;H;VVS1;7
0.9;Ideal;5;E;SI1;3
0.79;Ideal;5;I;VS1;4
0.5;Ideal;5;D;SI2;2
1.09;Ideal;5;E;SI1;3
0.33;Very Good;3;E;VS2;5
0.38;Good;2;F;VS2;5
0.31;Ideal;5;E;VS2;5
1.21;Very Good;3;G;SI2;2
1.19;Ideal;5;E;SI2;2
0.55;Ideal;5;G;VVS2;6
0.7;Ideal;5;F;SI1;3
0.39;Very Good;3;G;VVS1;7
1.66;Ideal;5;J;SI2;2
1.1;Ideal;5;I;SI1;3
1.21;Very Good;3;G;SI2;2
0.3;Very Good;3;E;VS1;4
0.86;Good;2;G;SI2;2
0.3;Ideal;5;G;VS1;4
1.22;Ideal;5;G;VS1;4
0.3;Premium;4;E;SI1;3
1.2;Ideal;5;G;VS1;4
0.31;Ideal;5;H;VVS1;7
2.01;Very Good;3;I;VS2;5
0.37;Ideal;5;J;SI1;3
0.31;Premium;4;E;VS1;4
0.3;Ideal;5;F;SI1;3
0.31;Ideal;5;F;VVS2;6
0.27;Very Good;3;F;VVS1;7
0.32;Ideal;5;D;VVS2;6
0.33;Ideal;5;H;IF;8
1.86;Very Good;3;H;SI2;2
0.72;Ideal;5;H;VS1;4
1.05;Ideal;5;H;SI1;3
1.02;Premium;4;G;VS2;5
1.04;Very Good;3;E;SI1;3
0.95;Very Good;3;J;VVS2;6
0.3;Ideal;5;H;VVS2;6
0.27;Very Good;3;G;VS1;4
0.32;Premium;4;F;VS2;5
1.28;Ideal;5;G;SI1;3
1.31;Premium;4;F;SI1;3
0.3;Premium;4;E;SI1;3
1.51;Ideal;5;I;VS1;4
0.36;Ideal;5;E;VS2;5
0.73;Premium;4;F;SI1;3
0.33;Ideal;5;G;IF;8
1;Premium;4;G;SI2;2
0.31;Ideal;5;G;IF;8
0.56;Ideal;5;E;VS2;5
0.32;Premium;4;G;VVS2;6
1.53;Premium;4;G;VVS1;7
0.52;Very Good;3;H;SI1;3
0.42;Ideal;5;G;VVS1;7
0.3;Ideal;5;D;VS2;5
1;Very Good;3;G;VS2;5
0.44;Good;2;E;VS2;5
1.01;Good;2;E;VS2;5
0.31;Ideal;5;J;VS1;4
2.28;Premium;4;H;SI2;2
0.5;Premium;4;D;VS2;5
0.5;Ideal;5;E;VVS2;6
0.36;Very Good;3;E;SI1;3
0.7;Ideal;5;I;SI1;3
0.4;Premium;4;D;SI2;2
0.52;Good;2;G;VS2;5
1.02;Ideal;5;G;SI2;2
0.76;Very Good;3;G;VVS2;6
2.03;Ideal;5;I;SI2;2
1.51;Premium;4;F;VS2;5
0.61;Very Good;3;E;SI1;3
1;Premium;4;F;VS2;5
1.07;Premium;4;E;SI2;2
1.21;Very Good;3;F;VS1;4
0.46;Fair;1;G;VS1;4
0.79;Good;2;I;VS2;5
0.32;Ideal;5;F;VVS2;6
0.4;Ideal;5;F;VS2;5
0.51;Fair;1;E;VS2;5
1.05;Premium;4;J;VS1;4
0.43;Very Good;3;H;SI1;3
0.3;Ideal;5;G;VVS2;6
1.51;Premium;4;E;SI1;3
1.54;Ideal;5;J;VS2;5
1.16;Ideal;5;I;VS2;5
1.01;Premium;4;D;SI1;3
1.01;Very Good;3;I;VS2;5
0.83;Premium;4;H;SI1;3
0.93;Very Good;3;F;VS2;5
1.2;Very Good;3;G;SI2;2
0.8;Ideal;5;E;VVS2;6
1.11;Ideal;5;D;VVS2;6
1.31;Premium;4;H;SI2;2
1.11;Good;2;F;SI1;3
1.1;Good;2;D;SI2;2
1.22;Premium;4;I;SI2;2
0.72;Ideal;5;F;SI2;2
1.09;Premium;4;I;VS2;5
1.05;Very Good;3;G;SI1;3
0.7;Fair;1;G;SI1;3
1.01;Very Good;3;F;SI1;3
